id	period_month	period_year	division_code	gang_code	gang_description	total_employees	total_hk	total_hari_kerja	total_cuti_tahunan	total_cuti_sakit	total_cuti_minggu	total_cuti_nasional	total_upah_dasar	total_upah_pokok	total_gaji_pokok	total_beras	total_jabatan	total_masa_kerja	total_lembur	total_tunjangan	total_premi_brondol	total_premi_prunning	total_premi	total_potongan	total_pph21	total_bpjs_pekerja	total_bpjs_majikan	total_spsi	total_upah_kotor	total_upah_bersih	created_at	updated_at	source_endpoint	dynamic_premi_data	total_koreksi	informasi_tambahan	total_ffb_weight	total_weight_tbs
2047	12	2025	AB1	G1H	HARVESTING TIMUR	34	1037	800	35	32	136	34	4393480.00	103376000.00	134001140.00	4682350.00	0.00	226500.00	0.00	5122350.00	8694000.00	12384900.00	27288508.00	6868559.00	1019903.00	2640618.00	7921854.00	136000.00	174949998.00	168081439.00	2026-01-06 14:50:42.963	2026-01-06 14:50:42.963	raw-tree	[{"header": "BRONDOL", "total": 8694000.0}, {"header": "INSENTIF_PANEN", "total": 1650000.0}, {"header": "JAGA_GENSET", "total": 250000.0}, {"header": "KINERJA", "total": 6030000.0}, {"header": "KOREKSI", "total": 1923450.0}, {"header": "TBS", "total": 8741058.0}]	1923450.00	{"premi_prunning": 12384900.0, "premi_insentif_panen": 0.0, "koreksi": 1923450.0}	0.000	NULL
2048	12	2025	AB1	G1M	MAINTENANCE TIMUR	25	751	476	100	50	100	25	3230500.00	61508720.00	97044220.00	2487150.00	0.00	1080500.00	4638464.00	8346614.00	0.00	0.00	0.00	4531961.00	512141.00	1959910.00	5879730.00	100000.00	105390834.00	100858873.00	2026-01-06 14:50:43.133	2026-01-06 14:50:43.133	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2049	12	2025	AB1	G1T	TRANSPORT TIMUR	8	238	179	13	6	32	8	1033760.00	23130380.00	30754360.00	1175500.00	0.00	250500.00	7125744.00	9093244.00	0.00	0.00	8682266.00	1712906.00	430374.00	625266.00	1875798.00	32000.00	48529870.00	46816964.00	2026-01-06 14:50:43.283	2026-01-06 14:50:43.283	raw-tree	[{"header": "ANGKUT_PC", "total": 37120.0}, {"header": "ANGKUT_TBK", "total": 788040.0}, {"header": "ANGKUT_TBS", "total": 7645897.0}, {"header": "RITASE", "total": 211209.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2050	12	2025	AB1	G2H	HARVESTING BARAT	36	1098	846	48	24	144	36	4651920.00	109320120.00	141883560.00	4416000.00	0.00	368500.00	0.00	4978000.00	8676500.00	17719350.00	27418039.00	8744934.00	3003890.00	2798522.00	8395566.00	144000.00	189494409.00	180749475.00	2026-01-06 14:50:43.480	2026-01-06 14:50:43.480	raw-tree	[{"header": "BRONDOL", "total": 8676500.0}, {"header": "INSENTIF_PANEN", "total": 1950000.0}, {"header": "KINERJA", "total": 5560000.0}, {"header": "KOREKSI", "total": 1252270.0}, {"header": "TBS", "total": 9979269.0}]	1252270.00	{"premi_prunning": 17719350.0, "premi_insentif_panen": 0.0, "koreksi": 1252270.0}	0.000	NULL
2051	12	2025	AB1	G2M	MAINTENANCE BARAT	28	841	541	91	69	112	28	3618160.00	69908020.00	108674020.00	2369650.00	0.00	1152500.00	974748.00	4566898.00	0.00	0.00	66734.00	4554823.00	54931.00	2193946.00	6581838.00	112000.00	113307652.00	108752829.00	2026-01-06 14:50:43.613	2026-01-06 14:50:43.613	raw-tree	[{"header": "ANGKUT_TBS", "total": 53190.0}, {"header": "RITASE", "total": 13544.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2052	12	2025	AB1	G2T	TRANSPORT BARAT	8	240	188	9	3	32	8	1033760.00	24293360.00	31012800.00	934050.00	0.00	231000.00	8134104.00	9866154.00	0.00	0.00	6439583.00	2286442.00	1004690.00	624876.00	1874628.00	32000.00	47318537.00	45032095.00	2026-01-06 14:50:43.793	2026-01-06 14:50:43.793	raw-tree	[{"header": "ANGKUT_PC", "total": 63540.0}, {"header": "ANGKUT_TBK", "total": 339020.0}, {"header": "ANGKUT_TBS", "total": 5319216.0}, {"header": "RITASE", "total": 717807.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2053	12	2025	AB2	H1H	HARVESTING AIK BANGEK	21	613	479	23	11	80	20	2713620.00	61896380.00	79211860.00	2707250.00	0.00	245000.00	33612.00	3175862.00	6385750.00	11192700.00	21832951.00	4501039.00	1150895.00	1633072.00	4899216.00	84000.00	115186215.00	110685176.00	2026-01-06 14:50:51.140	2026-01-06 14:50:51.140	raw-tree	[{"header": "BRONDOL", "total": 6385750.0}, {"header": "INSENTIF_PANEN", "total": 2550000.0}, {"header": "KINERJA", "total": 5105000.0}, {"header": "KOREKSI", "total": 113579.0}, {"header": "TBS", "total": 7678622.0}]	113579.00	{"premi_prunning": 11192700.0, "premi_insentif_panen": 0.0, "koreksi": 113579.0}	0.000	NULL
2054	12	2025	AB2	H1L	HARVESTING AIR BANGEK BHL	8	247	203	0	4	32	8	1033760.00	26231660.00	31917340.00	0.00	0.00	0.00	0.00	0.00	3143000.00	4368550.00	7019097.00	1240512.00	0.00	620256.00	1860768.00	0.00	43304987.00	42064475.00	2026-01-06 14:50:51.333	2026-01-06 14:50:51.333	raw-tree	[{"header": "BRONDOL", "total": 3143000.0}, {"header": "INSENTIF_PANEN", "total": 900000.0}, {"header": "TBS", "total": 2976097.0}]	0.00	{"premi_prunning": 4368550.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2055	12	2025	AB2	H1M	MAINTENANCE AIK BANGEK	31	882	618	66	49	119	30	4005820.00	79857960.00	113972040.00	2979550.00	0.00	1216500.00	10666230.00	14990780.00	0.00	0.00	296340.00	5959389.00	983745.00	2427822.00	7283466.00	120000.00	129259160.00	123299771.00	2026-01-06 14:50:51.480	2026-01-06 14:50:51.480	raw-tree	[{"header": "ANGKUT_TBS", "total": 56340.0}, {"header": "JAGA_CUCI_UNIT", "total": 240000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2056	12	2025	AB2	H1T	TRANSPORT AIK BANGEK	8	238	190	7	1	32	8	1033760.00	24551800.00	30754360.00	917900.00	0.00	221000.00	7439456.00	9174356.00	0.00	0.00	12437517.00	3477006.00	2195654.00	624676.00	1874028.00	32000.00	52366233.00	48889227.00	2026-01-06 14:50:51.627	2026-01-06 14:50:51.627	raw-tree	[{"header": "ANGKUT_PC", "total": 697560.0}, {"header": "ANGKUT_TBS", "total": 10659926.0}, {"header": "JAGA_GENSET", "total": 250000.0}, {"header": "RITASE", "total": 830031.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2057	12	2025	AB2	H2H	HARVESTING AIK KEMINTING	32	980	794	22	4	128	32	4135040.00	102600680.00	126635600.00	3901700.00	0.00	433500.00	0.00	4536700.00	6284250.00	9914000.00	22531655.00	6358201.00	1250813.00	2489694.00	7469082.00	128000.00	159955291.00	153597090.00	2026-01-06 14:50:51.763	2026-01-06 14:50:51.763	raw-tree	[{"header": "BRONDOL", "total": 6284250.0}, {"header": "INSENTIF_PANEN", "total": 600000.0}, {"header": "KINERJA", "total": 5445000.0}, {"header": "KOREKSI", "total": 1831332.0}, {"header": "TBS", "total": 8371073.0}]	1831332.00	{"premi_prunning": 9914000.0, "premi_insentif_panen": 0.0, "koreksi": 1831332.0}	0.000	NULL
2058	12	2025	AB2	H2M	MAINTENANCE AIK KEMINTING	19	566	362	63	46	76	19	2455180.00	46777640.00	73138520.00	1872700.00	0.00	802500.00	1097992.00	3773192.00	0.00	0.00	0.00	3109202.00	54886.00	1489158.00	4467474.00	76000.00	76911712.00	73802510.00	2026-01-06 14:50:51.920	2026-01-06 14:50:51.920	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2059	12	2025	AB2	H2T	TRANSPORT AIK KEMINTING	6	183	125	26	2	24	6	775320.00	16152500.00	23647260.00	790500.00	0.00	188500.00	5187452.00	6494952.00	0.00	0.00	3181782.00	1901140.00	939216.00	468962.00	1406886.00	24000.00	33323994.00	31422854.00	2026-01-06 14:50:52.063	2026-01-06 14:50:52.063	raw-tree	[{"header": "ANGKUT_PC", "total": 118060.0}, {"header": "ANGKUT_TBS", "total": 1814133.0}, {"header": "RITASE", "total": 1249589.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2060	12	2025	ARC	J1H	HARVESTING  AIR PENYENGAT	39	1201	961	37	8	156	39	5039580.00	124180420.00	155193220.00	5198050.00	0.00	395000.00	0.00	5796550.00	7630000.00	20310600.00	38541354.00	8414965.00	2195669.00	3031648.00	9094944.00	156000.00	219193388.00	210778423.00	2026-01-06 14:51:02.900	2026-01-06 14:51:02.900	raw-tree	[{"header": "BRONDOL", "total": 7630000.0}, {"header": "INSENTIF_PANEN", "total": 4900000.0}, {"header": "JAGA_GENSET", "total": 250000.0}, {"header": "KINERJA", "total": 5590000.0}, {"header": "KOREKSI", "total": 324168.0}, {"header": "TBS", "total": 19847186.0}]	324168.00	{"premi_prunning": 20310600.0, "premi_insentif_panen": 0.0, "koreksi": 324168.0}	1882.910	NULL
2061	12	2025	ARC	J1M	MAINTENANCE  AIR PENYENGAT	43	1293	905	97	76	172	43	5556460.00	116944100.00	167081460.00	3858550.00	0.00	1304000.00	5109026.00	10362576.00	0.00	0.00	0.00	7123663.00	231751.00	3359956.00	10079868.00	172000.00	177444036.00	170320391.00	2026-01-06 14:51:03.360	2026-01-06 18:40:58.783	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2062	12	2025	ARC	J1P	PERCOBAAN PANEN	2	62	52	0	0	8	2	258440.00	6719440.00	8011640.00	0.00	0.00	0.00	0.00	0.00	374500.00	821000.00	1027568.00	310128.00	0.00	155064.00	465192.00	0.00	9860208.00	9550080.00	2026-01-06 14:51:03.610	2026-01-06 18:42:42.940	raw-tree	[{"header": "BRONDOL", "total": 374500.0}, {"header": "TBS", "total": 653068.0}]	0.00	{"premi_prunning": 821000.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2063	12	2025	ARC	J1T	TRANSPORT AIR PENYENGAT	12	360	280	18	2	48	12	1550640.00	36181600.00	46519200.00	1573800.00	0.00	281500.00	13433596.00	16128896.00	0.00	0.00	21590739.00	4251006.00	2330978.00	936014.00	2808042.00	48000.00	84238835.00	79987884.00	2026-01-06 14:51:04.393	2026-01-06 18:41:28.183	raw-tree	[{"header": "ANGKUT_TBK", "total": 2268564.0}, {"header": "ANGKUT_TBS", "total": 18645000.0}, {"header": "RITASE", "total": 677175.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2064	12	2025	ARC	J2H	HARVESTING AIR LENGGANG	40	1135	857	72	14	154	38	5168800.00	110741540.00	146664700.00	5189650.00	0.00	457500.00	0.00	5840650.00	7616000.00	17540000.00	26813901.00	7839711.00	1458851.00	3110430.00	9331290.00	160000.00	195833021.00	187993310.00	2026-01-06 14:51:05.067	2026-01-06 14:51:05.067	raw-tree	[{"header": "BRONDOL", "total": 7616000.0}, {"header": "INSENTIF_PANEN", "total": 2100000.0}, {"header": "KINERJA", "total": 5595000.0}, {"header": "KOREKSI", "total": 513115.0}, {"header": "TBS", "total": 10989786.0}]	513115.00	{"premi_prunning": 17540000.0, "premi_insentif_panen": 0.0, "koreksi": 513115.0}	1882.910	NULL
2065	12	2025	ARC	J2M	MAINTENANCE AIR LENGGANG	35	1059	731	71	82	140	35	4522700.00	94459820.00	136843980.00	3035200.00	0.00	1217500.00	5725247.00	10035447.00	0.00	0.00	1190535.00	5972282.00	356342.00	2737970.00	8213910.00	140000.00	148069962.00	141954610.00	2026-01-06 14:51:05.250	2026-01-06 18:43:11.057	raw-tree	[{"header": "LEMBUR", "total": 266335.0}, {"header": "PUPUK", "total": 924200.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2066	12	2025	ARC	J2P	PERCOBAAN PANEN	2	62	52	0	0	8	2	258440.00	6719440.00	8011640.00	0.00	0.00	0.00	0.00	0.00	336000.00	583000.00	612298.00	310128.00	0.00	155064.00	465192.00	0.00	9206938.00	8896810.00	2026-01-06 14:51:05.423	2026-01-06 14:51:05.423	raw-tree	[{"header": "BRONDOL", "total": 336000.0}, {"header": "TBS", "total": 276298.0}]	0.00	{"premi_prunning": 583000.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2067	12	2025	ARC	J2T	TRANSPORT AIR LENGGANG	13	375	292	13	5	52	13	1679860.00	37732240.00	48457500.00	1617750.00	0.00	359000.00	10879085.00	13743335.00	42000.00	0.00	11654952.00	4081546.00	1999354.00	1015096.00	3045288.00	52000.00	73855787.00	69663518.00	2026-01-06 14:51:05.590	2026-01-06 18:44:56.320	raw-tree	[{"header": "ANGKUT_MATERIAL", "total": 234755.0}, {"header": "ANGKUT_TBK", "total": 758056.0}, {"header": "ANGKUT_TBS", "total": 10581450.0}, {"header": "BRONDOL", "total": 42000.0}, {"header": "LEMBUR", "total": 9607.0}, {"header": "TBS", "total": 29084.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2068	12	2025	ARC	J3H	HARVESTING DIVISI C3	27	792	601	48	12	105	26	3488940.00	77661220.00	102342240.00	3521550.00	0.00	449500.00	0.00	4115050.00	4840500.00	2465000.00	21709571.00	4570307.00	257599.00	2102354.00	6307062.00	108000.00	130485021.00	125872714.00	2026-01-06 14:51:05.747	2026-01-06 18:52:28.637	raw-tree	[{"header": "ANGKUT_TBS", "total": 21000.0}, {"header": "BRONDOL", "total": 4840500.0}, {"header": "INSENTIF_PANEN", "total": 1050000.0}, {"header": "KINERJA", "total": 3415000.0}, {"header": "KOREKSI", "total": 73420.0}, {"header": "TBS", "total": 12309651.0}]	73420.00	{"premi_prunning": 2465000.0, "premi_insentif_panen": 0.0, "koreksi": 73420.0}	1882.910	NULL
2069	12	2025	ARC	J3M	MAINTENANCE DIVISI C.3	39	1178	864	79	40	156	39	5039580.00	111646080.00	152221160.00	3617800.00	0.00	1283500.00	10419724.00	15443524.00	0.00	0.00	2105000.00	6588612.00	333776.00	3049418.00	9148254.00	156000.00	169769684.00	163181110.00	2026-01-06 14:51:05.927	2026-01-06 18:45:27.910	raw-tree	[{"header": "KINERJA", "total": 2105000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2070	12	2025	ARC	J3P	PERCOBAAN PANEN	2	61	51	0	0	8	2	258440.00	6590220.00	7882420.00	0.00	0.00	0.00	0.00	0.00	750750.00	606000.00	2653550.00	310128.00	0.00	155064.00	465192.00	0.00	11141970.00	10831842.00	2026-01-06 14:51:06.073	2026-01-06 18:48:01.327	raw-tree	[{"header": "BRONDOL", "total": 750750.0}, {"header": "INSENTIF_PANEN", "total": 450000.0}, {"header": "TBS", "total": 1452800.0}]	0.00	{"premi_prunning": 606000.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2071	12	2025	ARC	J3T	TRANSPORT DIVISI C.3	11	335	251	22	7	44	11	1421420.00	32434220.00	43288700.00	1472200.00	0.00	396500.00	13153499.00	15781199.00	0.00	0.00	12266643.00	3818931.00	2053367.00	860782.00	2582346.00	44000.00	71336542.00	67517660.00	2026-01-06 14:51:06.223	2026-01-06 18:46:24.817	raw-tree	[{"header": "ANGKUT_PUPUK_PC", "total": 392020.0}, {"header": "ANGKUT_TBK", "total": 269400.0}, {"header": "ANGKUT_TBS", "total": 10584350.0}, {"header": "RITASE", "total": 903496.0}, {"header": "RTIASE", "total": 117377.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2072	12	2025	ARC	J3U	PERCOBAAN MAINTENANCE	3	90	75	0	0	12	3	387660.00	9691500.00	11629800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	465192.00	0.00	232596.00	697788.00	0.00	11629800.00	11164608.00	2026-01-06 14:51:06.377	2026-01-06 14:51:06.377	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1882.910	NULL
2076	12	2025	INF	INF	INFRASTUKTUR	22	673	524	32	7	88	22	2842840.00	67711280.00	86965060.00	2583100.00	0.00	979000.00	26295838.00	29917938.00	0.00	0.00	540000.00	4839096.00	1300528.00	1725284.00	5175852.00	88000.00	117422998.00	112583902.00	2026-01-06 14:51:37.317	2026-01-06 14:51:37.317	raw-tree	[{"header": "JAGA", "total": 540000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2077	12	2025	INF	INT	INFRA TRANSPORT	6	183	140	12	1	24	6	775320.00	18090800.00	23647260.00	845400.00	0.00	321500.00	8459042.00	10091942.00	0.00	0.00	1421420.00	1573861.00	606617.00	471622.00	1414866.00	24000.00	35160622.00	33586761.00	2026-01-06 14:51:37.457	2026-01-06 14:51:37.457	raw-tree	[{"header": "ANGKUT", "total": 1421420.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2078	12	2025	NRS	B2N	NURSERY	16	490	351	35	24	64	16	2067520.00	45356220.00	63317800.00	1616250.00	0.00	811500.00	19987958.00	22470708.00	0.00	0.00	0.00	3521886.00	944402.00	1256742.00	3770226.00	64000.00	85788508.00	82266622.00	2026-01-06 14:51:43.603	2026-01-06 14:51:43.603	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2080	12	2025	WKS_PG	AMC	WORKSHOP PARIT GUNUNG	14	363	274	11	8	56	14	1809080.00	35406280.00	46906860.00	1496800.00	0.00	412000.00	33561668.00	36225468.00	0.00	0.00	0.00	4327016.00	2115640.00	1093688.00	3281064.00	24000.00	83132328.00	86007292.00	2026-01-06 16:54:22.833	2026-01-06 17:02:10.703	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2081	12	2025	WKS_AR	HMC	WORKSHOP AIR RUAK	5	132	94	8	5	20	5	646100.00	12146680.00	17057040.00	514400.00	0.00	225000.00	4739293.00	5758693.00	0.00	0.00	400000.00	1191971.00	387651.00	392160.00	1176480.00	20000.00	23215733.00	24421222.00	2026-01-06 16:55:09.213	2026-01-06 17:02:59.730	raw-tree	[{"header": "JAGA_TANGGUNG_JAWAB", "total": 400000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2082	12	2025	MILL	MILL_PKS	MILL PKS (Pabrik Kelapa Sawit)	166	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	423593080.64	0.00	0.00	0.00	0.00	30387113.00	29787113.00	0.00	0.00	600000.00	1081935565.00	1051548452.00	2026-01-06 18:03:11.340	2026-01-06 18:03:11.340	raw-tree	[]	0.00	{"premi_prunning": 0, "premi_insentif_panen": 0, "koreksi": 0}	0.000	NULL
2086	12	2025	IJL	L1H	HARVESTING IJL	19	480	361	27	3	71	18	2455180.00	46648420.00	62025600.00	2182800.00	0.00	117000.00	0.00	2448300.00	3550450.00	22270650.00	27225295.00	4566561.00	1105937.00	1630512.00	4426344.00	190000.00	113969845.00	109403284.00	2026-01-06 18:14:24.120	2026-01-06 18:14:24.120	raw-tree	[{"header": "BRONDOL", "total": 3550450.0}, {"header": "INSENTIF_PANEN", "total": 2550000.0}, {"header": "KINERJA", "total": 2310000.0}, {"header": "TBS", "total": 18814845.0}]	0.00	{"premi_prunning": 22270650.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2087	12	2025	IJL	L1M	MAINTENANCE	23	609	423	47	24	92	23	2972060.00	54660060.00	78694980.00	1774950.00	0.00	474500.00	4268728.00	6655678.00	0.00	0.00	238900.00	4094926.00	279474.00	1792726.00	5378178.00	230000.00	85589558.00	81494632.00	2026-01-06 18:14:24.277	2026-01-06 18:14:24.277	raw-tree	[{"header": "ANGKUT_TBK", "total": 20320.0}, {"header": "ANGKUT_TBS", "total": 218580.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2088	12	2025	IJL	L1T	TRANSPORT IJL	4	106	83	3	0	16	4	516880.00	10725260.00	13697320.00	564000.00	0.00	72000.00	7450660.00	8383160.00	0.00	0.00	3326102.00	1120841.00	455205.00	311568.00	934704.00	40000.00	25406582.00	24285741.00	2026-01-06 18:14:24.413	2026-01-06 18:14:24.413	raw-tree	[{"header": "ANGKUT", "total": 131750.0}, {"header": "ANGKUT_TBK", "total": 20320.0}, {"header": "ANGKUT_TBS", "total": 3174032.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
2097	12	2025	ara	F1	PERCOBAAN HARVESTING BUKIT PANJANG	1	27	22	0	0	4	1	129220.00	2842840.00	3488940.00	0.00	0.00	0.00	0.00	0.00	381500.00	301400.00	915258.00	155064.00	0.00	77532.00	232596.00	0.00	4705598.00	5067414.00	2026-01-06 18:25:34.340	2026-01-06 18:29:44.303	raw-tree	[{"header": "BRONDOL", "total": 381500.0}, {"header": "INSENTIF_PANEN", "total": 150000.0}, {"header": "TBS", "total": 383758.0}]	0.00	{"premi_prunning": 301400.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
2098	12	2025	ara	F1H	HARVESTING BUKIT PANJANG	31	821	619	42	5	124	31	4048266.66	80836113.20	107235679.82	3449700.00	0.00	648000.00	0.00	4285700.00	7598500.00	10575950.00	22688281.00	6599588.00	1623748.00	2441920.00	7325759.99	92000.00	142440368.82	152289508.00	2026-01-06 18:25:34.470	2026-01-06 18:26:09.867	raw-tree	[{"header": "BRONDOL", "total": 7598500.0}, {"header": "KINERJA", "total": 5785000.0}, {"header": "KOREKSI", "total": 1172621.0}, {"header": "TBS", "total": 8132160.0}]	1172621.00	{"premi_prunning": 10575950.0, "premi_insentif_panen": 0.0, "koreksi": 1172621.0}	1235.720	NULL
2099	12	2025	ara	F1M	MAINTENANCE BUKIT PANJANG	25	667	381	121	40	100	25	3230500.00	49232820.00	86189740.00	2159500.00	0.00	1222000.00	593812.00	4041812.00	0.00	0.00	136601.00	4025903.00	4423.00	1962740.00	5888220.00	96000.00	90368153.00	99456687.00	2026-01-06 18:25:34.577	2026-01-06 18:26:31.357	raw-tree	[{"header": "ANGKUT_TBS", "total": 127572.0}, {"header": "RITASE", "total": 9029.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
2100	12	2025	ara	F1T	TRANSPORT BUKIT PANJANG	7	187	145	5	2	28	7	904540.00	18736900.00	24164140.00	853350.00	0.00	252500.00	6868052.00	8505402.00	0.00	0.00	2659361.00	1978557.00	855009.00	547774.00	1643322.00	28000.00	35328903.00	37118737.00	2026-01-06 18:25:34.693	2026-01-06 18:26:43.243	raw-tree	[{"header": "ANGKUT_TBS", "total": 2587129.0}, {"header": "RITASE", "total": 72232.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
2101	12	2025	ara	F2	PERCOBAAN HARVESTING PADANG PANJANG	3	30	24	0	0	4	2	387660.00	3101280.00	3876600.00	0.00	0.00	0.00	0.00	0.00	255500.00	848100.00	613762.00	465192.00	0.00	232596.00	697788.00	0.00	5338462.00	5390150.00	2026-01-06 18:25:34.800	2026-01-06 18:26:55.367	raw-tree	[{"header": "BRONDOL", "total": 255500.0}, {"header": "TBS", "total": 358262.0}]	0.00	{"premi_prunning": 848100.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
2102	12	2025	ara	F2H	HARVESTING PADANG PANJANG	32	829	592	49	28	128	32	4135040.00	76498240.00	107123380.00	3476100.00	0.00	255500.00	0.00	3916600.00	6147750.00	16597350.00	29643339.00	8184804.00	3171736.00	2486134.00	7458402.00	36000.00	156381587.00	164794213.00	2026-01-06 18:25:34.910	2026-01-06 18:27:12.753	raw-tree	[{"header": "BRONDOL", "total": 6147750.0}, {"header": "INSENTIF_PANEN", "total": 2700000.0}, {"header": "KINERJA", "total": 6005000.0}, {"header": "KOREKSI", "total": 449541.0}, {"header": "TBS", "total": 14341048.0}]	449541.00	{"premi_prunning": 16597350.0, "premi_insentif_panen": 0.0, "koreksi": 449541.0}	1235.720	NULL
2103	12	2025	ara	F2M	MAINTENANCE PADANG PANJANG	33	872	536	109	62	132	33	4264260.00	69261920.00	112679840.00	3027000.00	0.00	1242000.00	6655187.00	11055187.00	0.00	0.00	390000.00	5590995.00	296203.00	2583396.00	7750188.00	128000.00	124125027.00	135696443.00	2026-01-06 18:25:35.017	2026-01-06 18:27:27.643	raw-tree	[{"header": "PUPUK", "total": 390000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
2104	12	2025	ara	F2T	TRANSPORT PADANG PANJANG	8	216	144	26	6	32	8	1033760.00	18607680.00	27911520.00	1013850.00	0.00	457500.00	8358184.00	10351534.00	0.00	0.00	4733635.00	1912201.00	621389.00	629406.00	1888218.00	32000.00	42996689.00	44809046.00	2026-01-06 18:25:35.123	2026-01-06 18:27:40.147	raw-tree	[{"header": "ANGKUT_PC", "total": 152400.0}, {"header": "ANGKUT_TBS", "total": 2907524.0}, {"header": "LEMBUR", "total": 22417.0}, {"header": "RITASE", "total": 1651294.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1235.720	NULL
