id	period_month	period_year	division_code	gang_code	gang_description	total_employees	total_hk	total_hari_kerja	total_cuti_tahunan	total_cuti_sakit	total_cuti_minggu	total_cuti_nasional	total_upah_dasar	total_upah_pokok	total_gaji_pokok	total_beras	total_jabatan	total_masa_kerja	total_lembur	total_tunjangan	total_premi_brondol	total_premi_prunning	total_premi	total_potongan	total_pph21	total_bpjs_pekerja	total_bpjs_majikan	total_spsi	total_upah_kotor	total_upah_bersih	created_at	updated_at	source_endpoint	dynamic_premi_data	total_koreksi	informasi_tambahan	total_ffb_weight	total_weight_tbs
1328	11	2025	ARA	F2M	MAINTENANCE PADANG PANJANG	39	967	718	27	57	165	0	5001767.91	92779960.00	124955740.00	3330750.00	0.00	1236000.00	4515218.00	9212968.00	0.00	0.00	72000.00	6299797.48	120236.00	3025780.74	9077342.22	128000.00	134240708.00	127940910.52	2026-01-05 15:58:36.090	2026-01-05 15:58:36.090	raw-tree	[{"header": "PUPUK", "total": 72000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1470.630	NULL
1329	11	2025	ARA	F2T	TRANSPORT PADANG PANJANG	9	270	217	7	1	45	0	1162980.00	28040740.00	34889400.00	1266000.00	0.00	460000.00	11450488.00	13836988.00	0.00	0.00	4646401.00	1555655.00	109679.00	706988.00	2120964.00	32000.00	53372789.00	51817134.00	2026-01-05 15:58:36.193	2026-01-05 15:58:36.193	raw-tree	[{"header": "ANGKUT", "total": 4646401.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1470.630	NULL
1330	11	2025	AB1	G1H	HARVESTING TIMUR	34	999	805	16	8	170	0	4393480.00	104022100.00	129090780.00	4474950.00	0.00	221500.00	0.00	4896450.00	14203000.00	13470050.00	38207642.00	8442696.00	358992.00	2640518.00	7921554.00	136000.00	186393728.00	177951032.00	2026-01-05 15:58:44.040	2026-01-05 15:58:44.040	raw-tree	[{"header": "BRONDOL", "total": 14203000.0}, {"header": "INSENTIF_PANEN", "total": 6450000.0}, {"header": "KINERJA", "total": 5835000.0}, {"header": "KOREKSI", "total": 968931.0}, {"header": "TBS", "total": 10750711.0}, {"header": "TIKET", "total": 2666668.0}]	968931.00	{"premi_prunning": 13470050.0, "premi_insentif_panen": 0.0, "koreksi": 968931.0}	0.000	NULL
1331	11	2025	AB1	G1M	MAINTENANCE TIMUR	25	697	528	13	36	120	0	3101280.00	68228160.00	90066340.00	2225950.00	0.00	1050500.00	4638463.00	8052913.00	0.00	0.00	305000.00	3980161.00	120605.00	1881778.00	5645334.00	96000.00	98424253.00	94444092.00	2026-01-05 15:58:44.190	2026-01-05 15:58:44.190	raw-tree	[{"header": "PUPUK", "total": 305000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1332	11	2025	AB1	G1T	TRANSPORT TIMUR	8	225	173	7	5	40	0	1033760.00	22355060.00	29074500.00	1133950.00	0.00	250500.00	7719556.00	9624506.00	0.00	0.00	10755330.00	1523276.00	240744.00	625266.00	1875798.00	32000.00	49454336.00	47931060.00	2026-01-05 15:58:44.337	2026-01-05 15:58:44.337	raw-tree	[{"header": "ANGKUT", "total": 10419753.0}, {"header": "RITASE", "total": 335577.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1333	11	2025	AB1	G2H	HARVESTING BARAT	36	1054	840	22	12	180	0	4651920.00	108544800.00	136197880.00	4245950.00	0.00	366000.00	0.00	4810950.00	9560250.00	14447400.00	28416071.00	5942350.00	201406.00	2798472.00	8395416.00	144000.00	183257145.00	177314795.00	2026-01-05 15:58:44.470	2026-01-05 15:58:44.470	raw-tree	[{"header": "BRONDOL", "total": 9560250.0}, {"header": "INSENTIF_PANEN", "total": 3150000.0}, {"header": "KINERJA", "total": 5410000.0}, {"header": "KOREKSI", "total": 307578.0}, {"header": "TBS", "total": 9988243.0}]	307578.00	{"premi_prunning": 14447400.0, "premi_insentif_panen": 0.0, "koreksi": 307578.0}	0.000	NULL
1334	11	2025	AB1	G2M	MAINTENANCE BARAT	28	815	582	35	58	140	0	3618160.00	75206040.00	105314300.00	2329150.00	0.00	1146000.00	840300.00	4388950.00	0.00	0.00	532600.00	4499632.00	0.00	2193816.00	6581448.00	112000.00	110235850.00	105736218.00	2026-01-05 15:58:44.567	2026-01-05 15:58:44.567	raw-tree	[{"header": "PUPUK", "total": 532600.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1335	11	2025	AB1	G2T	TRANSPORT BARAT	8	235	189	3	3	40	0	1033760.00	24422580.00	30366700.00	915450.00	0.00	231000.00	8246144.00	9963094.00	0.00	0.00	7145712.00	1490595.00	208843.00	624876.00	1874628.00	32000.00	47475506.00	45984911.00	2026-01-05 15:58:44.700	2026-01-05 15:58:44.700	raw-tree	[{"header": "ANGKUT", "total": 6804732.0}, {"header": "RITASE", "total": 340980.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1336	11	2025	AB2	H1H	HARVESTING AIK BANGEK	27	694	530	36	10	118	0	3488940.00	68486600.00	89678680.00	2968550.00	0.00	242000.00	0.00	3396550.00	6944000.00	9223700.00	33022563.00	4732031.00	431623.00	2098204.00	6294612.00	104000.00	130337939.00	125605908.00	2026-01-05 15:58:51.830	2026-01-05 15:58:51.830	raw-tree	[{"header": "BRONDOL", "total": 6944000.0}, {"header": "INSENTIF_PANEN", "total": 6100000.0}, {"header": "KINERJA", "total": 6575000.0}, {"header": "KOREKSI", "total": 2491777.0}, {"header": "TBS", "total": 10911786.0}]	2491777.00	{"premi_prunning": 9223700.0, "premi_insentif_panen": 0.0, "koreksi": 2491777.0}	0.000	NULL
1337	11	2025	AB2	H1L	HARVESTING AIR BANGEK BHL	7	133	108	0	3	22	0	904540.00	13955760.00	17186260.00	0.00	0.00	0.00	0.00	0.00	1302000.00	1262300.00	2797075.00	1085448.00	0.00	542724.00	1628172.00	0.00	20661707.00	19576259.00	2026-01-05 15:58:51.973	2026-01-05 15:58:51.973	raw-tree	[{"header": "BRONDOL", "total": 1302000.0}, {"header": "JAGA_CUCI_UNIT", "total": 450000.0}, {"header": "KOREKSI", "total": 291964.0}, {"header": "TBS", "total": 753111.0}]	291964.00	{"premi_prunning": 1262300.0, "premi_insentif_panen": 0.0, "koreksi": 291964.0}	0.000	NULL
1338	11	2025	AB2	H1M	MAINTENANCE AIK BANGEK	31	895	629	40	71	155	0	4005820.00	81279380.00	115651900.00	3036000.00	0.00	1254500.00	13187139.00	17660639.00	66500.00	0.00	417500.00	5227928.00	246764.00	2428582.00	7285746.00	124000.00	133730039.00	128502111.00	2026-01-05 15:58:52.110	2026-01-05 15:58:52.110	raw-tree	[{"header": "BRONDOL", "total": 66500.0}, {"header": "JAGA_CUCI_UNIT", "total": 240000.0}, {"header": "PUPUK", "total": 111000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1339	11	2025	AB2	H1T	TRANSPORT AIK BANGEK	8	238	185	12	1	40	0	1033760.00	23905700.00	30754360.00	949600.00	0.00	215000.00	9299323.00	11043423.00	0.00	72233.00	10448524.00	1811654.00	530542.00	624556.00	1873668.00	32000.00	52318540.00	50506886.00	2026-01-05 15:58:52.250	2026-01-05 15:58:52.250	raw-tree	[{"header": "ANGKUT", "total": 426000.0}, {"header": "INSENTIF_PANEN", "total": 250000.0}, {"header": "TBS", "total": 9772524.0}]	0.00	{"premi_prunning": 72233.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1340	11	2025	AB2	H2H	HARVESTING AIK KEMINTING	32	949	768	16	5	160	0	4135040.00	99240960.00	122629780.00	3665850.00	0.00	425000.00	0.00	4288850.00	8436750.00	12791350.00	26482588.00	5290669.00	183621.00	2489524.00	7468572.00	128000.00	162150318.00	156859649.00	2026-01-05 15:58:52.393	2026-01-05 15:58:52.393	raw-tree	[{"header": "ANGKUT", "total": 2700000.0}, {"header": "BRONDOL", "total": 8436750.0}, {"header": "KINERJA", "total": 6425000.0}, {"header": "KOREKSI", "total": 2021125.0}, {"header": "TBS", "total": 6899713.0}]	2021125.00	{"premi_prunning": 12791350.0, "premi_insentif_panen": 0.0, "koreksi": 2021125.0}	0.000	NULL
1341	11	2025	AB2	H2M	MAINTENANCE AIK KEMINTING	19	553	397	15	46	95	0	2455180.00	51300340.00	71458660.00	1872550.00	0.00	802500.00	1019564.00	3694614.00	0.00	0.00	354000.00	3054316.00	0.00	1489158.00	4467474.00	76000.00	75507274.00	72452958.00	2026-01-05 15:58:52.513	2026-01-05 15:58:52.513	raw-tree	[{"header": "PUPUK", "total": 354000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1342	11	2025	AB2	H2T	TRANSPORT AIK KEMINTING	6	180	139	10	1	30	0	775320.00	17961580.00	23259600.00	778500.00	0.00	185500.00	6744809.00	8078309.00	0.00	0.00	5286628.00	1115202.00	153398.00	468902.00	1406706.00	24000.00	36624537.00	35509335.00	2026-01-05 15:58:52.650	2026-01-05 15:58:52.650	raw-tree	[{"header": "ANGKUT", "total": 1492750.0}, {"header": "RITASE", "total": 1049277.0}, {"header": "TBS", "total": 2744601.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1343	11	2025	ARC	J1H	HARVESTING  AIR PENYENGAT	38	1103	903	11	2	187	0	4910360.00	116685660.00	142529660.00	4928750.00	0.00	405500.00	0.00	5543250.00	10685500.00	15758800.00	51572664.00	7023230.00	962578.00	2954326.00	8862978.00	152000.00	215043062.00	208019832.00	2026-01-05 15:58:59.913	2026-01-05 15:58:59.913	raw-tree	[{"header": "BRONDOL", "total": 10685500.0}, {"header": "INSENTIF_PANEN", "total": 9650000.0}, {"header": "JAGA_GENSET", "total": 250000.0}, {"header": "KINERJA", "total": 5670000.0}, {"header": "KOREKSI", "total": 180656.0}, {"header": "TBS", "total": 25136508.0}]	180656.00	{"premi_prunning": 15758800.0, "premi_insentif_panen": 0.0, "koreksi": 180656.0}	2264.720	NULL
1344	11	2025	ARC	J1M	MAINTENANCE  AIR PENYENGAT	37	1060	797	25	53	185	0	4781140.00	102988340.00	136973200.00	3136500.00	0.00	1295000.00	4414376.00	8929876.00	0.00	0.00	0.00	5937168.00	0.00	2894584.00	8683752.00	148000.00	145903076.00	139965908.00	2026-01-05 15:59:00.047	2026-01-05 15:59:00.047	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1345	11	2025	ARC	J1P	PERCOBAAN PANEN	2	57	47	0	0	10	0	258440.00	6073340.00	7365540.00	0.00	0.00	0.00	0.00	0.00	332500.00	245850.00	676220.00	310128.00	0.00	155064.00	465192.00	0.00	8287610.00	7977482.00	2026-01-05 15:59:00.173	2026-01-05 15:59:00.173	raw-tree	[{"header": "BRONDOL", "total": 332500.0}, {"header": "TBS", "total": 343720.0}]	0.00	{"premi_prunning": 245850.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1346	11	2025	ARC	J1T	TRANSPORT AIR PENYENGAT	12	348	277	9	2	60	0	1550640.00	35793940.00	44968560.00	1523100.00	0.00	278500.00	13142292.00	15777392.00	0.00	0.00	18756971.00	2590963.00	671055.00	935954.00	2807862.00	48000.00	79502923.00	76911960.00	2026-01-05 15:59:00.300	2026-01-05 15:59:00.300	raw-tree	[{"header": "ANGKUT", "total": 17972650.0}, {"header": "RITASE", "total": 784321.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1347	11	2025	ARC	J1U	PERCOBAAN MAINTENANCE	6	180	150	0	0	30	0	775320.00	19383000.00	23259600.00	0.00	0.00	0.00	1344480.00	1344480.00	0.00	0.00	0.00	930384.00	0.00	465192.00	1395576.00	0.00	24604080.00	23673696.00	2026-01-05 15:59:00.393	2026-01-05 15:59:00.393	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1348	11	2025	ARC	J2H	HARVESTING AIR LENGGANG	39	1103	878	20	10	195	0	5039580.00	113455160.00	142529660.00	4978500.00	0.00	452500.00	0.00	5631500.00	9345000.00	12753000.00	38162834.00	6792881.00	571285.00	3032798.00	9098394.00	156000.00	197589090.00	190796209.00	2026-01-05 15:59:00.527	2026-01-05 15:59:00.527	raw-tree	[{"header": "BRONDOL", "total": 9345000.0}, {"header": "INSENTIF_PANEN", "total": 4800000.0}, {"header": "KINERJA", "total": 4130000.0}, {"header": "KOREKSI", "total": 743952.0}, {"header": "TBS", "total": 19143882.0}]	743952.00	{"premi_prunning": 12753000.0, "premi_insentif_panen": 0.0, "koreksi": 743952.0}	2264.720	NULL
1349	11	2025	ARC	J2M	MAINTENANCE AIR LENGGANG	35	1019	731	23	90	175	0	4522700.00	94459820.00	131675180.00	2924950.00	0.00	1214500.00	4436791.00	8631241.00	0.00	0.00	0.00	5705186.00	89366.00	2737910.00	8213730.00	140000.00	140306421.00	134601235.00	2026-01-05 15:59:00.627	2026-01-05 15:59:00.627	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1350	11	2025	ARC	J2P	PERCOBAAN PANEN	3	87	72	0	0	15	0	387660.00	9303840.00	11242140.00	0.00	0.00	0.00	0.00	0.00	535500.00	0.00	535500.00	465192.00	0.00	232596.00	697788.00	0.00	11777640.00	11312448.00	2026-01-05 15:59:00.760	2026-01-05 15:59:00.760	raw-tree	[{"header": "BRONDOL", "total": 535500.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1351	11	2025	ARC	J2T	TRANSPORT AIR LENGGANG	13	359	284	6	4	65	0	1679860.00	36698480.00	46389980.00	1540850.00	0.00	359000.00	13265543.00	16024393.00	0.00	0.00	0.00	2361976.00	279784.00	1015096.00	3045288.00	52000.00	62414373.00	60052397.00	2026-01-05 15:59:00.887	2026-01-05 15:59:00.887	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1352	11	2025	ARC	J3H	HARVESTING DIVISI C3	28	799	618	17	24	140	0	3618160.00	79857960.00	103246780.00	3478000.00	0.00	449500.00	0.00	4074000.00	5582500.00	0.00	5582500.00	4591625.00	119853.00	2179886.00	6539658.00	112000.00	112903280.00	108311655.00	2026-01-05 15:59:00.987	2026-01-05 15:59:00.987	raw-tree	[{"header": "BRONDOL", "total": 5582500.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1353	11	2025	ARC	J3M	MAINTENANCE DIVISI C.3	36	1044	807	25	32	180	0	4651920.00	104280540.00	134905680.00	3190400.00	0.00	1227500.00	7786786.00	12322186.00	0.00	0.00	0.00	5908033.00	132629.00	2815702.00	8447106.00	144000.00	147227866.00	141319833.00	2026-01-05 15:59:01.090	2026-01-05 15:59:01.090	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1354	11	2025	ARC	J3P	PERCOBAAN PANEN	1	30	19	0	6	5	0	129220.00	2455180.00	3876600.00	0.00	0.00	0.00	0.00	0.00	336000.00	0.00	336000.00	155064.00	0.00	77532.00	232596.00	0.00	4212600.00	4057536.00	2026-01-05 15:59:01.193	2026-01-05 15:59:01.193	raw-tree	[{"header": "BRONDOL", "total": 336000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1355	11	2025	ARC	J3T	TRANSPORT DIVISI C.3	11	324	251	7	11	55	0	1421420.00	32434220.00	41867280.00	1422450.00	0.00	393500.00	14441956.00	17027406.00	0.00	0.00	0.00	2405301.00	639857.00	860722.00	2582166.00	44000.00	58894686.00	56489385.00	2026-01-05 15:59:01.290	2026-01-05 15:59:01.290	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1356	11	2025	ARC	J3U	PERCOBAAN MAINTENANCE	1	29	24	0	0	5	0	129220.00	3101280.00	3747380.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	155064.00	0.00	77532.00	232596.00	0.00	3747380.00	3592316.00	2026-01-05 15:59:01.383	2026-01-05 15:59:01.383	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2264.720	NULL
1357	11	2025	IJL	L1H	HARVESTING IJL	21	510	408	14	3	85	0	2713620.00	52721760.00	65902200.00	2542500.00	0.00	117000.00	0.00	2796000.00	5150250.00	0.00	34778993.00	4008370.00	577346.00	1630512.00	4891536.00	170000.00	103477193.00	99468823.00	2026-01-05 15:59:08.587	2026-01-05 15:59:08.587	raw-tree	[{"header": "BRONDOL", "total": 5150250.0}, {"header": "INSENTIF", "total": 7180000.0}, {"header": "TBS", "total": 22448743.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1358	11	2025	IJL	L1M	MAINTENANCE	24	596	448	23	25	100	0	3101280.00	57890560.00	77015120.00	1993200.00	0.00	469500.00	2935451.00	5513651.00	0.00	0.00	35400.00	3987059.00	46743.00	1870158.00	5610474.00	200000.00	82564171.00	78577112.00	2026-01-05 15:59:08.970	2026-01-05 15:59:08.970	raw-tree	[{"header": "ANGKUT_TBS", "total": 35400.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1359	11	2025	IJL	L1T	TRANSPORT IJL	4	118	96	1	1	20	0	516880.00	12405120.00	15247960.00	627900.00	0.00	72000.00	6812032.00	7801932.00	0.00	0.00	4436450.00	898863.00	235727.00	311568.00	934704.00	40000.00	27486342.00	26587479.00	2026-01-05 15:59:09.330	2026-01-05 15:59:09.330	raw-tree	[{"header": "ANGKUT_TBS", "total": 4436450.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1360	11	2025	PGE	DRV	DRIVER	2	0	0	0	0	0	0	6073411.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7288094.32	0.00	3644047.16	10932141.48	0.00	0.00	-7288094.32	2026-01-05 15:59:16.637	2026-01-05 15:59:16.637	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1361	11	2025	PGE	SEC	SECURITY	81	0	0	0	0	0	0	45434651.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54521581.92	0.00	27260790.96	81782372.88	0.00	0.00	-54521581.92	2026-01-05 15:59:16.790	2026-01-05 15:59:16.790	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1362	11	2025	INF	INF	INFRASTUKTUR	23	681	539	24	4	114	0	2972060.00	69649580.00	87998820.00	2604750.00	0.00	1058500.00	28301369.00	32014619.00	0.00	0.00	770000.00	4234464.00	533652.00	1804406.00	5413218.00	92000.00	120783439.00	116548975.00	2026-01-05 15:59:23.927	2026-01-05 15:59:23.927	raw-tree	[{"header": "PREMI", "total": 770000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1363	11	2025	INF	INT	INFRA TRANSPORT	6	180	144	5	1	30	0	775320.00	18607680.00	23259600.00	832500.00	0.00	318000.00	10677428.00	12306928.00	0.00	0.00	1395576.00	1178694.00	211590.00	471552.00	1414656.00	24000.00	36962104.00	35783410.00	2026-01-05 15:59:24.087	2026-01-05 15:59:24.087	raw-tree	[{"header": "PREMI", "total": 1395576.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1364	11	2025	NRS	B2N	NURSERY	18	531	413	8	20	90	0	2325960.00	53367860.00	68615820.00	1781750.00	0.00	871500.00	19203671.00	21989421.00	0.00	0.00	0.00	3130715.00	232703.00	1413006.00	4239018.00	72000.00	90605241.00	87474526.00	2026-01-05 15:59:31.110	2026-01-05 15:59:31.110	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1365	11	2025	WKS	AMC	WORKSHOP PARIT GUNUNG	12	286	231	4	1	50	0	1542753.33	29849820.00	36956920.00	1280900.00	0.00	298000.00	25746844.00	27903244.00	0.00	0.00	0.00	2337125.00	457901.00	931612.00	2794836.00	16000.00	64860164.00	62523039.00	2026-01-05 15:59:38.490	2026-01-05 15:59:38.490	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1366	11	2025	WKS	HMC	WORKSHOP AIR RUAK	5	145	113	5	2	25	0	646100.00	14601860.00	18736900.00	567350.00	0.00	225000.00	5176249.00	6238599.00	0.00	0.00	0.00	804320.00	0.00	392160.00	1176480.00	20000.00	24975499.00	24171179.00	2026-01-05 15:59:38.650	2026-01-05 15:59:38.650	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	0.000	NULL
1367	11	2025	MILL	MILL_PKS	MILL PKS (Pabrik Kelapa Sawit)	169	4857	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	534901625.44	0.00	0.00	0.00	0.00	13033694.00	12433694.00	0.00	0.00	600000.00	1172983786.00	1159950092.00	2026-01-05 15:59:43.253	2026-01-05 15:59:43.253	raw-tree	[]	0.00	{"premi_prunning": 0, "premi_insentif_panen": 0, "koreksi": 0}	0.000	NULL
1478	11	2025	P1A	A1H	HARVESTING AIR BATU	33	972	784	14	9	165	0	4264260.00	101308480.00	125601840.00	4340250.00	0.00	521000.00	2162378.00	7216628.00	8099000.00	0.00	13317917.00	6112745.00	131161.00	2568976.00	7706928.00	120000.00	146136385.00	140023640.00	2026-01-06 08:25:35.443	2026-01-06 08:25:35.443	raw-tree	[{"header": "BRONDOL", "total": 8099000.0}, {"header": "HARVESTING", "total": 5218917.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1479	11	2025	P1A	A1M	MAINTENANCE AIR BATU	22	644	488	12	35	109	0	2842840.00	63059360.00	83217680.00	1959250.00	0.00	900500.00	1871069.00	4807819.00	0.00	0.00	20000.00	3535428.00	0.00	1723714.00	5171142.00	88000.00	88045499.00	84510071.00	2026-01-06 08:25:35.547	2026-01-06 08:25:35.547	raw-tree	[{"header": "LAIN", "total": 20000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1480	11	2025	P1A	A1T	TRANSPORT AIR BATU	4	117	94	3	0	20	0	516880.00	12146680.00	15118740.00	554250.00	0.00	226000.00	4492804.00	5556054.00	0.00	0.00	0.00	824161.00	178865.00	314648.00	943944.00	16000.00	20674794.00	19850633.00	2026-01-06 08:25:35.657	2026-01-06 08:25:35.657	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1481	11	2025	P1A	A2M	MAINTENANCE AIR KUNDO	68	1968	1493	35	100	340	0	8786960.00	192925460.00	254304960.00	6817500.00	0.00	2577000.00	3361949.00	12843949.00	0.00	0.00	234538.00	10903432.00	0.00	5323716.00	15971148.00	256000.00	267383447.00	256480015.00	2026-01-06 08:25:35.787	2026-01-06 08:25:35.787	raw-tree	[{"header": "PREMI", "total": 234538.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1482	11	2025	P1A	A2T	TRANSPORT AIR KUNDO	2	56	46	0	0	10	0	258440.00	5944120.00	7236320.00	285600.00	0.00	125500.00	2050332.00	2599432.00	0.00	0.00	0.00	323148.00	0.00	157574.00	472722.00	8000.00	9835752.00	9512604.00	2026-01-06 08:25:35.887	2026-01-06 08:25:35.887	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1483	11	2025	P1A	A3H	HARVESTING AIR HIJAU	32	950	758	26	6	160	0	4135040.00	97948760.00	122759000.00	3975500.00	0.00	563500.00	313712.00	5043212.00	13076000.00	0.00	21908326.00	6680858.00	63166.00	2492294.00	7476882.00	64000.00	149710538.00	143029680.00	2026-01-06 08:25:35.987	2026-01-06 08:25:35.987	raw-tree	[{"header": "BRONDOL", "total": 13076000.0}, {"header": "HARVSETING", "total": 408297.0}, {"header": "ISENTIF", "total": 5015000.0}, {"header": "PREMI", "total": 3409029.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1484	11	2025	P1A	A3M	MAINTENANCE AIR HIJAU	22	651	491	9	41	110	0	2842840.00	63447020.00	84122220.00	2041950.00	0.00	929000.00	4593651.00	7707601.00	0.00	0.00	0.00	3623561.00	94993.00	1724284.00	5172852.00	80000.00	91829821.00	88206260.00	2026-01-06 08:25:36.093	2026-01-06 08:25:36.093	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1485	11	2025	P1A	A3T	TRANSPORT AIR HIJAU	8	225	180	2	3	40	0	1033760.00	23259600.00	29074500.00	1018200.00	0.00	330500.00	7305008.00	9196708.00	0.00	0.00	11239385.00	1648532.00	362800.00	626866.00	1880598.00	32000.00	49510593.00	47862061.00	2026-01-06 08:25:36.187	2026-01-06 08:25:36.187	raw-tree	[{"header": "PM_DRIVER_ANGKUT_TBS", "total": 11239385.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1337.690	NULL
1993	12	2025	P1A	A1H	HARVESTING AIR BATU	33	1004	798	24	17	132	33	4264260.00	103117560.00	129736880.00	4481300.00	0.00	532000.00	1871070.00	7072370.00	8146250.00	37727550.00	23808355.00	6722926.00	1464534.00	2569196.00	7707588.00	120000.00	196429831.00	189706905.00	2026-01-06 14:49:43.423	2026-01-06 14:49:43.423	raw-tree	[{"header": "ANGKUT", "total": 405385.0}, {"header": "BRONDOL", "total": 8146250.0}, {"header": "INSENTIF_PANEN", "total": 1000400.0}, {"header": "KINERJA", "total": 3364615.0}, {"header": "KOREKSI", "total": 957662.0}, {"header": "TBS", "total": 9934043.0}]	957662.00	{"premi_prunning": 37727550.0, "premi_insentif_panen": 0.0, "koreksi": 957662.0}	1162.330	NULL
1994	12	2025	P1A	A1M	MAINTENANCE AIR BATU	21	636	461	32	38	84	21	2713620.00	59570420.00	82183920.00	1918750.00	0.00	873500.00	2195984.00	5068734.00	0.00	0.00	0.00	3375284.00	0.00	1645642.00	4936926.00	84000.00	87252654.00	83877370.00	2026-01-06 14:49:43.573	2026-01-06 14:49:43.573	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
